CÓDIGO_SUBFUNÇÃO;DESCRIÇÃO_SUBFUNÇÃO;CÓDIGO_FONTE;REGIÃO;SUBPREFEITURA;TIPO_REGIONALIZAÇÃO;Vl_Liquidado;sub.NOME;NIVEL_REGIONALIZAÇÃO;Vl_Orcado_Ano;Vl_Orcado_Atualizado;Ds_Fonte
122;Administração Geral;08;;;Despesa Regionalizável;0,0;JABAQUARA;Subprefeitura;0,0;0,0;Tesouro Municipal - Recursos Vinculados
122;Administração Geral;08;;;Despesa Regionalizável;0,0;JACANA-TREMEMBE;Subprefeitura;0,0;0,0;Tesouro Municipal - Recursos Vinculados
122;Administração Geral;08;;;Despesa Regionalizável;0,0;LAPA;Subprefeitura;0,0;0,0;Tesouro Municipal - Recursos Vinculados
122;Administração Geral;08;;;Despesa Regionalizável;0,0;M BOI MIRIM;Subprefeitura;0,0;0,0;Tesouro Municipal - Recursos Vinculados
122;Administração Geral;08;;;Despesa Regionalizável;0,0;MOOCA;Subprefeitura;0,0;0,0;Tesouro Municipal - Recursos Vinculados
122;Administração Geral;08;;;Despesa Regionalizável;0,0;PARELHEIROS;Subprefeitura;0,0;0,0;Tesouro Municipal - Recursos Vinculados
122;Administração Geral;08;;;Despesa Regionalizável;0,0;PENHA;Subprefeitura;0,0;0,0;Tesouro Municipal - Recursos Vinculados
122;Administração Geral;08;;;Despesa Regionalizável;0,0;PERUS;Subprefeitura;0,0;0,0;Tesouro Municipal - Recursos Vinculados
122;Administração Geral;08;;;Despesa Regionalizável;0,0;PINHEIROS;Subprefeitura;0,0;0,0;Tesouro Municipal - Recursos Vinculados
122;Administração Geral;08;;;Despesa Regionalizável;0,0;PIRITUBA-JARAGUA;Subprefeitura;0,0;0,0;Tesouro Municipal - Recursos Vinculados
122;Administração Geral;08;;;Despesa Regionalizável;0,0;SANTANA-TUCURUVI;Subprefeitura;0,0;0,0;Tesouro Municipal - Recursos Vinculados
122;Administração Geral;08;;;Despesa Regionalizável;0,0;SANTO AMARO;Subprefeitura;0,0;0,0;Tesouro Municipal - Recursos Vinculados
122;Administração Geral;08;;;Despesa Regionalizável;0,0;SAO MATEUS;Subprefeitura;0,0;0,0;Tesouro Municipal - Recursos Vinculados
122;Administração Geral;08;;;Despesa Regionalizável;0,0;SAO MIGUEL;Subprefeitura;0,0;0,0;Tesouro Municipal - Recursos Vinculados
122;Administração Geral;08;;;Despesa Regionalizável;0,0;SAPOPEMBA;Subprefeitura;0,0;0,0;Tesouro Municipal - Recursos Vinculados
122;Administração Geral;08;;;Despesa Regionalizável;0,0;SE;Subprefeitura;0,0;0,0;Tesouro Municipal - Recursos Vinculados
122;Administração Geral;08;;;Despesa Regionalizável;0,0;VILA MARIA-VILA GUILHERME;Subprefeitura;0,0;0,0;Tesouro Municipal - Recursos Vinculados
122;Administração Geral;08;;;Despesa Regionalizável;0,0;VILA MARIANA;Subprefeitura;0,0;0,0;Tesouro Municipal - Recursos Vinculados
122;Administração Geral;08;;;Despesa Regionalizável;0,0;VILA PRUDENTE;Subprefeitura;0,0;0,0;Tesouro Municipal - Recursos Vinculados
122;Administração Geral;08;;;;0,0;;Não detalhado;1040,0;1040,0;Tesouro Municipal - Recursos Vinculados
126;Tecnologia da Informação;00;Supra-Regional;Supra Subprefeitura;Despesa Não-Regionalizável;210747294,14;;Não regionalizável;0,0;0,0;Tesouro Municipal
126;Tecnologia da Informação;00;Leste;Subprefeitura Aricanduva/Formosa/Carrão;Despesa Regionalizável;81321,62;ARICANDUVA-FORMOSA-CARRAO;Subprefeitura;0,0;0,0;Tesouro Municipal
126;Tecnologia da Informação;00;Oeste;Subprefeitura Butantã;Despesa Regionalizável;81321,62;BUTANTA;Subprefeitura;0,0;0,0;Tesouro Municipal
126;Tecnologia da Informação;00;Sul;Subprefeitura Campo Limpo;Despesa Regionalizável;574683,0;CAMPO LIMPO;Subprefeitura;0,0;0,0;Tesouro Municipal
126;Tecnologia da Informação;00;Sul;Subprefeitura Capela do Socorro;Despesa Regionalizável;874516,0;CAPELA DO SOCORRO;Subprefeitura;0,0;0,0;Tesouro Municipal
126;Tecnologia da Informação;00;;;Despesa Regionalizável;0,0;CASA VERDE-CACHOEIRINHA;Subprefeitura;0,0;0,0;Tesouro Municipal
126;Tecnologia da Informação;00;Sul;Subprefeitura Cidade Ademar;Despesa Regionalizável;81321,62;CIDADE ADEMAR;Subprefeitura;0,0;0,0;Tesouro Municipal
126;Tecnologia da Informação;00;Leste;Subprefeitura Cidade Tiradentes;Despesa Regionalizável;403175,72;CIDADE TIRADENTES;Subprefeitura;0,0;0,0;Tesouro Municipal
126;Tecnologia da Informação;00;Leste;Subprefeitura Ermelino Matarazzo;Despesa Regionalizável;238587,93;ERMELINO MATARAZZO;Subprefeitura;0,0;0,0;Tesouro Municipal
126;Tecnologia da Informação;00;Norte;Subprefeitura Freguesia/Brasilândia;Despesa Regionalizável;412119,84;FREGUESIA-BRASILANDIA;Subprefeitura;0,0;0,0;Tesouro Municipal
126;Tecnologia da Informação;00;Leste;Subprefeitura de Guaianases;Despesa Regionalizável;412855,5;GUAIANASES;Subprefeitura;0,0;0,0;Tesouro Municipal
126;Tecnologia da Informação;00;Sul;Subprefeitura Ipiranga;Despesa Regionalizável;650387,71;IPIRANGA;Subprefeitura;0,0;0,0;Tesouro Municipal
126;Tecnologia da Informação;00;Leste;Subprefeitura Itaim Paulista;Despesa Regionalizável;412555,12;ITAIM PAULISTA;Subprefeitura;0,0;0,0;Tesouro Municipal
126;Tecnologia da Informação;00;Leste;Subprefeitura Itaquera;Despesa Regionalizável;502171,51;ITAQUERA;Subprefeitura;0,0;0,0;Tesouro Municipal
126;Tecnologia da Informação;00;Sul;Subprefeitura Jabaquara;Despesa Regionalizável;153421,1;JABAQUARA;Subprefeitura;0,0;0,0;Tesouro Municipal
126;Tecnologia da Informação;00;Norte;Subprefeitura Jaçanã/Tremembé;Despesa Regionalizável;228830,5;JACANA-TREMEMBE;Subprefeitura;0,0;0,0;Tesouro Municipal
126;Tecnologia da Informação;00;Oeste;Subprefeitura Lapa;Despesa Regionalizável;81321,62;LAPA;Subprefeitura;0,0;0,0;Tesouro Municipal
126;Tecnologia da Informação;00;Sul;Subprefeitura M'Boi Mirim;Despesa Regionalizável;997730,77;M BOI MIRIM;Subprefeitura;0,0;0,0;Tesouro Municipal
126;Tecnologia da Informação;00;Leste;Subprefeitura Mooca;Despesa Regionalizável;162643,22;MOOCA;Subprefeitura;0,0;0,0;Tesouro Municipal
126;Tecnologia da Informação;00;Sul;Subprefeitura Parelheiros;Despesa Regionalizável;137570,66;PARELHEIROS;Subprefeitura;0,0;0,0;Tesouro Municipal
126;Tecnologia da Informação;00;Leste;Subprefeitura Penha;Despesa Regionalizável;243964,84;PENHA;Subprefeitura;0,0;0,0;Tesouro Municipal
126;Tecnologia da Informação;00;Norte;Subprefeitura Perus/Anhanguera;Despesa Regionalizável;243964,84;PERUS;Subprefeitura;0,0;0,0;Tesouro Municipal
126;Tecnologia da Informação;00;Oeste;Subprefeitura Pinheiros;Despesa Regionalizável;13031,87;PINHEIROS;Subprefeitura;0,0;0,0;Tesouro Municipal
126;Tecnologia da Informação;00;Norte;Subprefeitura Pirituba/Jaraguá;Despesa Regionalizável;378919,4;PIRITUBA-JARAGUA;Subprefeitura;0,0;0,0;Tesouro Municipal
126;Tecnologia da Informação;00;Norte;Subprefeitura Santana/Tucuruvi;Despesa Regionalizável;162643,22;SANTANA-TUCURUVI;Subprefeitura;0,0;0,0;Tesouro Municipal
126;Tecnologia da Informação;00;Sul;Subprefeitura Santo Amaro;Despesa Regionalizável;81321,62;SANTO AMARO;Subprefeitura;0,0;0,0;Tesouro Municipal
126;Tecnologia da Informação;00;Leste;Subprefeitura São Mateus;Despesa Regionalizável;417471,64;SAO MATEUS;Subprefeitura;0,0;0,0;Tesouro Municipal
126;Tecnologia da Informação;00;Leste;Subprefeitura São Miguel Paulista;Despesa Regionalizável;161163,69;SAO MIGUEL;Subprefeitura;0,0;0,0;Tesouro Municipal
126;Tecnologia da Informação;00;Leste;Subprefeitura Sapopemba;Despesa Regionalizável;83147,09;SAPOPEMBA;Subprefeitura;0,0;0,0;Tesouro Municipal
126;Tecnologia da Informação;00;Centro;Subprefeitura Sé;Despesa Regionalizável;2874306,91;SE;Subprefeitura;0,0;0,0;Tesouro Municipal
126;Tecnologia da Informação;00;Norte;Subprefeitura Vila Maria/Vila Guilherme;Despesa Regionalizável;168155,02;VILA MARIA-VILA GUILHERME;Subprefeitura;0,0;0,0;Tesouro Municipal
126;Tecnologia da Informação;00;Sul;Subprefeitura Vila Mariana;Despesa Regionalizável;342982,21;VILA MARIANA;Subprefeitura;0,0;0,0;Tesouro Municipal
126;Tecnologia da Informação;00;Leste;Subprefeitura de Vila Prudente;Despesa Regionalizável;325286,31;VILA PRUDENTE;Subprefeitura;0,0;0,0;Tesouro Municipal
126;Tecnologia da Informação;00;;;;106155,44;;Não detalhado;319260066,0;277911312,86;Tesouro Municipal
126;Tecnologia da Informação;02;;;Despesa Regionalizável;0,0;ARICANDUVA-FORMOSA-CARRAO;Subprefeitura;0,0;0,0;Transferências Federais
126;Tecnologia da Informação;02;;;Despesa Regionalizável;0,0;BUTANTA;Subprefeitura;0,0;0,0;Transferências Federais
126;Tecnologia da Informação;02;;;Despesa Regionalizável;0,0;CAMPO LIMPO;Subprefeitura;0,0;0,0;Transferências Federais
126;Tecnologia da Informação;02;;;Despesa Regionalizável;0,0;CAPELA DO SOCORRO;Subprefeitura;0,0;0,0;Transferências Federais
126;Tecnologia da Informação;02;;;Despesa Regionalizável;0,0;CASA VERDE-CACHOEIRINHA;Subprefeitura;0,0;0,0;Transferências Federais
126;Tecnologia da Informação;02;;;Despesa Regionalizável;0,0;CIDADE ADEMAR;Subprefeitura;0,0;0,0;Transferências Federais
126;Tecnologia da Informação;02;;;Despesa Regionalizável;0,0;CIDADE TIRADENTES;Subprefeitura;0,0;0,0;Transferências Federais
126;Tecnologia da Informação;02;;;Despesa Regionalizável;0,0;ERMELINO MATARAZZO;Subprefeitura;0,0;0,0;Transferências Federais
126;Tecnologia da Informação;02;;;Despesa Regionalizável;0,0;FREGUESIA-BRASILANDIA;Subprefeitura;0,0;0,0;Transferências Federais
126;Tecnologia da Informação;02;;;Despesa Regionalizável;0,0;GUAIANASES;Subprefeitura;0,0;0,0;Transferências Federais
126;Tecnologia da Informação;02;;;Despesa Regionalizável;0,0;IPIRANGA;Subprefeitura;0,0;0,0;Transferências Federais
126;Tecnologia da Informação;02;;;Despesa Regionalizável;0,0;ITAIM PAULISTA;Subprefeitura;0,0;0,0;Transferências Federais
126;Tecnologia da Informação;02;;;Despesa Regionalizável;0,0;ITAQUERA;Subprefeitura;0,0;0,0;Transferências Federais
126;Tecnologia da Informação;02;;;Despesa Regionalizável;0,0;JABAQUARA;Subprefeitura;0,0;0,0;Transferências Federais
126;Tecnologia da Informação;02;;;Despesa Regionalizável;0,0;JACANA-TREMEMBE;Subprefeitura;0,0;0,0;Transferências Federais
126;Tecnologia da Informação;02;;;Despesa Regionalizável;0,0;LAPA;Subprefeitura;0,0;0,0;Transferências Federais
126;Tecnologia da Informação;02;;;Despesa Regionalizável;0,0;M BOI MIRIM;Subprefeitura;0,0;0,0;Transferências Federais
126;Tecnologia da Informação;02;;;Despesa Regionalizável;0,0;MOOCA;Subprefeitura;0,0;0,0;Transferências Federais
126;Tecnologia da Informação;02;;;Despesa Regionalizável;0,0;PARELHEIROS;Subprefeitura;0,0;0,0;Transferências Federais
126;Tecnologia da Informação;02;;;Despesa Regionalizável;0,0;PENHA;Subprefeitura;0,0;0,0;Transferências Federais
126;Tecnologia da Informação;02;;;Despesa Regionalizável;0,0;PERUS;Subprefeitura;0,0;0,0;Transferências Federais
126;Tecnologia da Informação;02;;;Despesa Regionalizável;0,0;PINHEIROS;Subprefeitura;0,0;0,0;Transferências Federais
126;Tecnologia da Informação;02;;;Despesa Regionalizável;0,0;PIRITUBA-JARAGUA;Subprefeitura;0,0;0,0;Transferências Federais
126;Tecnologia da Informação;02;;;Despesa Regionalizável;0,0;SANTANA-TUCURUVI;Subprefeitura;0,0;0,0;Transferências Federais
126;Tecnologia da Informação;02;;;Despesa Regionalizável;0,0;SANTO AMARO;Subprefeitura;0,0;0,0;Transferências Federais
126;Tecnologia da Informação;02;;;Despesa Regionalizável;0,0;SAO MATEUS;Subprefeitura;0,0;0,0;Transferências Federais
126;Tecnologia da Informação;02;;;Despesa Regionalizável;0,0;SAO MIGUEL;Subprefeitura;0,0;0,0;Transferências Federais
126;Tecnologia da Informação;02;;;Despesa Regionalizável;0,0;SAPOPEMBA;Subprefeitura;0,0;0,0;Transferências Federais
126;Tecnologia da Informação;02;;;Despesa Regionalizável;0,0;SE;Subprefeitura;0,0;0,0;Transferências Federais
126;Tecnologia da Informação;02;;;Despesa Regionalizável;0,0;VILA MARIA-VILA GUILHERME;Subprefeitura;0,0;0,0;Transferências Federais
126;Tecnologia da Informação;02;;;Despesa Regionalizável;0,0;VILA MARIANA;Subprefeitura;0,0;0,0;Transferências Federais
126;Tecnologia da Informação;02;;;Despesa Regionalizável;0,0;VILA PRUDENTE;Subprefeitura;0,0;0,0;Transferências Federais
126;Tecnologia da Informação;02;;;;0,0;;Não detalhado;0,0;0,0;Transferências Federais
128;Formação de Recursos Humanos;00;Supra-Regional;Supra Subprefeitura;Despesa Não-Regionalizável;12992940,01;;Não regionalizável;0,0;0,0;Tesouro Municipal
128;Formação de Recursos Humanos;00;;;Despesa Regionalizável;0,0;ARICANDUVA-FORMOSA-CARRAO;Subprefeitura;0,0;0,0;Tesouro Municipal
128;Formação de Recursos Humanos;00;;;Despesa Regionalizável;0,0;BUTANTA;Subprefeitura;0,0;0,0;Tesouro Municipal
128;Formação de Recursos Humanos;00;;;Despesa Regionalizável;0,0;CAMPO LIMPO;Subprefeitura;0,0;0,0;Tesouro Municipal
128;Formação de Recursos Humanos;00;;;Despesa Regionalizável;0,0;CAPELA DO SOCORRO;Subprefeitura;0,0;0,0;Tesouro Municipal
128;Formação de Recursos Humanos;00;;;Despesa Regionalizável;0,0;CASA VERDE-CACHOEIRINHA;Subprefeitura;0,0;0,0;Tesouro Municipal
128;Formação de Recursos Humanos;00;;;Despesa Regionalizável;0,0;CIDADE ADEMAR;Subprefeitura;0,0;0,0;Tesouro Municipal
128;Formação de Recursos Humanos;00;;;Despesa Regionalizável;0,0;CIDADE TIRADENTES;Subprefeitura;0,0;0,0;Tesouro Municipal
128;Formação de Recursos Humanos;00;;;Despesa Regionalizável;0,0;ERMELINO MATARAZZO;Subprefeitura;0,0;0,0;Tesouro Municipal
128;Formação de Recursos Humanos;00;;;Despesa Regionalizável;0,0;FREGUESIA-BRASILANDIA;Subprefeitura;0,0;0,0;Tesouro Municipal
128;Formação de Recursos Humanos;00;;;Despesa Regionalizável;0,0;GUAIANASES;Subprefeitura;0,0;0,0;Tesouro Municipal
128;Formação de Recursos Humanos;00;;;Despesa Regionalizável;0,0;IPIRANGA;Subprefeitura;0,0;0,0;Tesouro Municipal
128;Formação de Recursos Humanos;00;;;Despesa Regionalizável;0,0;ITAIM PAULISTA;Subprefeitura;0,0;0,0;Tesouro Municipal
128;Formação de Recursos Humanos;00;;;Despesa Regionalizável;0,0;ITAQUERA;Subprefeitura;0,0;0,0;Tesouro Municipal
128;Formação de Recursos Humanos;00;;;Despesa Regionalizável;0,0;JABAQUARA;Subprefeitura;0,0;0,0;Tesouro Municipal
128;Formação de Recursos Humanos;00;;;Despesa Regionalizável;0,0;JACANA-TREMEMBE;Subprefeitura;0,0;0,0;Tesouro Municipal
128;Formação de Recursos Humanos;00;;;Despesa Regionalizável;0,0;LAPA;Subprefeitura;0,0;0,0;Tesouro Municipal
128;Formação de Recursos Humanos;00;;;Despesa Regionalizável;0,0;M BOI MIRIM;Subprefeitura;0,0;0,0;Tesouro Municipal
128;Formação de Recursos Humanos;00;;;Despesa Regionalizável;0,0;MOOCA;Subprefeitura;0,0;0,0;Tesouro Municipal
128;Formação de Recursos Humanos;00;;;Despesa Regionalizável;0,0;PARELHEIROS;Subprefeitura;0,0;0,0;Tesouro Municipal
128;Formação de Recursos Humanos;00;;;Despesa Regionalizável;0,0;PENHA;Subprefeitura;0,0;0,0;Tesouro Municipal
128;Formação de Recursos Humanos;00;;;Despesa Regionalizável;0,0;PERUS;Subprefeitura;0,0;0,0;Tesouro Municipal
128;Formação de Recursos Humanos;00;;;Despesa Regionalizável;0,0;PINHEIROS;Subprefeitura;0,0;0,0;Tesouro Municipal
128;Formação de Recursos Humanos;00;;;Despesa Regionalizável;0,0;PIRITUBA-JARAGUA;Subprefeitura;0,0;0,0;Tesouro Municipal
128;Formação de Recursos Humanos;00;;;Despesa Regionalizável;0,0;SANTANA-TUCURUVI;Subprefeitura;0,0;0,0;Tesouro Municipal
128;Formação de Recursos Humanos;00;;;Despesa Regionalizável;0,0;SANTO AMARO;Subprefeitura;0,0;0,0;Tesouro Municipal
128;Formação de Recursos Humanos;00;;;Despesa Regionalizável;0,0;SAO MATEUS;Subprefeitura;0,0;0,0;Tesouro Municipal
128;Formação de Recursos Humanos;00;;;Despesa Regionalizável;0,0;SAO MIGUEL;Subprefeitura;0,0;0,0;Tesouro Municipal
128;Formação de Recursos Humanos;00;;;Despesa Regionalizável;0,0;SAPOPEMBA;Subprefeitura;0,0;0,0;Tesouro Municipal
128;Formação de Recursos Humanos;00;;;Despesa Regionalizável;0,0;SE;Subprefeitura;0,0;0,0;Tesouro Municipal
128;Formação de Recursos Humanos;00;;;Despesa Regionalizável;0,0;VILA MARIA-VILA GUILHERME;Subprefeitura;0,0;0,0;Tesouro Municipal
128;Formação de Recursos Humanos;00;;;Despesa Regionalizável;0,0;VILA MARIANA;Subprefeitura;0,0;0,0;Tesouro Municipal
128;Formação de Recursos Humanos;00;;;Despesa Regionalizável;0,0;VILA PRUDENTE;Subprefeitura;0,0;0,0;Tesouro Municipal
128;Formação de Recursos Humanos;00;;;;17257,3;;Não detalhado;55594753,0;17538869,05;Tesouro Municipal
131;Comunicação Social;00;;;Despesa Regionalizável;0,0;ARICANDUVA-FORMOSA-CARRAO;Subprefeitura;0,0;0,0;Tesouro Municipal
131;Comunicação Social;00;;;Despesa Regionalizável;0,0;BUTANTA;Subprefeitura;0,0;0,0;Tesouro Municipal
131;Comunicação Social;00;;;Despesa Regionalizável;0,0;CAMPO LIMPO;Subprefeitura;0,0;0,0;Tesouro Municipal
131;Comunicação Social;00;;;Despesa Regionalizável;0,0;CAPELA DO SOCORRO;Subprefeitura;0,0;0,0;Tesouro Municipal
131;Comunicação Social;00;;;Despesa Regionalizável;0,0;CASA VERDE-CACHOEIRINHA;Subprefeitura;0,0;0,0;Tesouro Municipal
131;Comunicação Social;00;;;Despesa Regionalizável;0,0;CIDADE ADEMAR;Subprefeitura;0,0;0,0;Tesouro Municipal
131;Comunicação Social;00;;;Despesa Regionalizável;0,0;CIDADE TIRADENTES;Subprefeitura;0,0;0,0;Tesouro Municipal
131;Comunicação Social;00;;;Despesa Regionalizável;0,0;ERMELINO MATARAZZO;Subprefeitura;0,0;0,0;Tesouro Municipal
131;Comunicação Social;00;;;Despesa Regionalizável;0,0;FREGUESIA-BRASILANDIA;Subprefeitura;0,0;0,0;Tesouro Municipal
131;Comunicação Social;00;;;Despesa Regionalizável;0,0;GUAIANASES;Subprefeitura;0,0;0,0;Tesouro Municipal
131;Comunicação Social;00;;;Despesa Regionalizável;0,0;IPIRANGA;Subprefeitura;0,0;0,0;Tesouro Municipal
131;Comunicação Social;00;;;Despesa Regionalizável;0,0;ITAIM PAULISTA;Subprefeitura;0,0;0,0;Tesouro Municipal
131;Comunicação Social;00;;;Despesa Regionalizável;0,0;ITAQUERA;Subprefeitura;0,0;0,0;Tesouro Municipal
131;Comunicação Social;00;;;Despesa Regionalizável;0,0;JABAQUARA;Subprefeitura;0,0;0,0;Tesouro Municipal
131;Comunicação Social;00;;;Despesa Regionalizável;0,0;JACANA-TREMEMBE;Subprefeitura;0,0;0,0;Tesouro Municipal
131;Comunicação Social;00;;;Despesa Regionalizável;0,0;LAPA;Subprefeitura;0,0;0,0;Tesouro Municipal
131;Comunicação Social;00;;;Despesa Regionalizável;0,0;M BOI MIRIM;Subprefeitura;0,0;0,0;Tesouro Municipal
131;Comunicação Social;00;;;Despesa Regionalizável;0,0;MOOCA;Subprefeitura;0,0;0,0;Tesouro Municipal
131;Comunicação Social;00;;;Despesa Regionalizável;0,0;PARELHEIROS;Subprefeitura;0,0;0,0;Tesouro Municipal
131;Comunicação Social;00;;;Despesa Regionalizável;0,0;PENHA;Subprefeitura;0,0;0,0;Tesouro Municipal
131;Comunicação Social;00;;;Despesa Regionalizável;0,0;PERUS;Subprefeitura;0,0;0,0;Tesouro Municipal
